DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIR - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs 
20120816,8215,8360,1190,1280,90,1710,2010,300,434,73.19,695.1
20120817,9200,9110,1324,1220,-104,1750,1700,-50,498,65.8,774.07
20120818,10557,7710,1312,1290,-22,1680,1500,-180,434,37.05,766.9
20120819,10927,7280,1151,1180,29,1650,1370,-280,433,75.52,751.54
20120820,8910,7720,1151,1170,19,1340,1520,180,428,48.3,701.84
20120821,9695,7840,1100,1200,100,1360,1680,320,413,61.7,665.01
20120822,8815,8700,1103,1260,157,1500,1560,60,454,49.06,643.75
20120823,5204,7680,1082,1210,128,1410,1190,-220,594,91.84,667.4
20120824,8306,7540,1271,1190,-81,1350,1190,-160,458,64.46,683.5
20120825,8806,7030,1272,1040,-232,1620,1140,-480,364,85.4,691.24
20120826,7809,5890,1039,1030,-9,1350,1150,-200,358,70.97,688.78
20120827,8395,6960,900,1050,150,1320,1380,60,405,54.25,675.52
20120828,9496,7220,999,1170,171,1120,1590,470,420,70.98,667.62
20120829,9709,6840,968,1270,302,1520,1750,230,419,46.01,682.68
20120830,7995,7010,1033,1260,227,1530,1870,340,403,76.41,705.03
20120831,9609,7420,882,1210,328,1500,1810,310,495,67.19,764.65
20120901,11015,6580,944,1140,196,1440,1660,220,493,78.83,721.09
20120902,10009,5950,894,1140,246,1360,1410,50,473,68.48,741.73
20120903,9986,7580,779,1250,471,1320,1530,210,551,75.04,732.23
20120904,8996,8540,712,1180,468,1320,1530,210,483,75.38,763.54
20120905,7990,8640,838,1200,362,1450,1550,100,445,72.94,894.26
20120906,6997,7600,1001,1250,249,1420,1460,40,416,74.27,767.3
20120907,10209,7630,1160,1240,80,1350,1550,200,379,71.7,745.59
20120908,9528,6540,1180,1170,-10,1250,1490,240,451,55.61,723.39
20120909,9512,6040,1088,1060,-28,1360,1320,-40,413,64.16,741
20120910,8040,7150,1012,1010,-2,1350,1530,180,456,95.3,779.66
20120911,7796,7690,978,971,-7,1170,1390,220,509,96.3,782.26
20120912,6808,7840,906,933,27,1390,1080,-310,422,102,698.32
20120913,6010,6810,1006,969,-37,1250,1140,-110,362,55.72,640.77
20120914,7996,6720,914,1060,146,1350,1230,-120,398,65.54,595.64
20120915,9185,6250,709,991,282,1480,1330,-150,361,66.68,617.78
20120916,9494,5980,898,989,91,1320,1280,-40,462,65.69,612.11
20120917,9813,6350,744,1020,276,1180,1490,310,463,59.92,672.51
20120918,9208,7000,729,1020,291,1080,1660,580,425,73.21,665.2
20120919,8809,7260,709,1030,321,1250,1570,320,451,65.65,713.85
20120920,7203,7450,639,1020,381,1000,1640,640,486,70.4,708.02
20120921,9585,7600,659,982,323,1000,1710,710,442,79.34,691.48
20120922,10010,6980,674,1010,336,1000,1660,660,412,66.54,704.57
20120923,10789,6430,734,987,253,900,1510,610,449,52.93,675.3
20120924,10827,7430,976,883,-93,910,1710,800,415,81.7,657.1
20120925,11490,8120,988,926,-62,750,1740,990,395,66.5,620.41
20120926,11218,8640,932,866,-66,1100,1620,520,386,71.2,638.2
20120927,8610,8490,914,856,-58,1120,1730,610,420,59.47,630
20120928,9992,7990,914,845,-69,1190,1750,560,444,63.7,607.92
20120929,9806,8380,753,856,103,1050,1630,580,387,70.3,633.5
20120930,9508,7830,761,822,61,1275,1620,345,430,52.4,608.34
20121001,8946,8280,718,847,129,1090,1640,550,428,81.17,656.42
20121002,9299,7950,679,917,238,900,1680,780,409,91.06,666.65
20121003,7983,8060,610,948,338,1100,1560,460,468,84.79,702.57
20121004,7889,7120,665,939,274,1250,1530,280,486,98,731.82
20121005,9198,7230,569,942,373,1120,1620,500,420,95.8,780.42
20121006,9397,7130,548,900,352,900,1580,680,406,66.64,745.53
20121007,9502,6700,598,904,306,850,1250,400,461,97.92,820.42
20121008,9698,7580,564,858,294,800,1190,390,468,86.64,723.62
20121009,10463,7860,454,751,297,700,1380,680,479,73.98,637.31
20121010,9300,8140,605,817,212,900,1340,440,430,101.6,657.3
20121011,7109,7960,864,821,-43,890,1200,310,466,77.36,705.28
20121012,8402,8820,821,681,-140,960,1320,360,445,74.42,673.24
20121013,8795,8080,768,516,-252,980,1200,220,437,88.82,688.2
20121014,8694,7020,837,432,-405,960,750,-210,421,128.57,727.4
20121015,7804,7520,552,472,-80,910,912,2,423,79.59,700.1
20121016,7204,7960,444,412,-32,900,948,48,392,63.82,641.6
20121017,6004,8510,409,463,54,950,1010,60,434,86.5,654.8
20121018,5788,7520,419,532,113,1000,970,-30,414,43.28,634.2
20121019,7502,6660,424,521,97,850,1060,210,369,38.6,644.7
20121020,7499,6120,421,554,133,820,1100,280,381,63.9,670.34
20121021,8015,6050,451,585,134,880,1010,130,378,64.5,633.77
20121022,7283,6770,568,611,43,820,1080,260,402,78.88,642.15
20121023,7519,6760,558,566,8,820,1160,340,394,86.1,670.4
20121024,5501,6780,484,559,75,990,1120,130,390,124.2,647.75
20121025,5711,6730,629,585,-44,840,1180,340,386,87.83,632.72
20121026,6996,6190,674,700,26,850,1260,410,376,35.86,622.9
20121027,6999,5670,496,588,92,850,1160,310,383,109.5,655.98
20121028,7199,5270,495,615,120,950,843,-107,391,65.5,656.26
20121029,7612,6330,507,610,103,800,1010,210,391,73.3,643
20121030,7596,6670,598,666,68,700,1060,360,380,91.99,607.94
20121031,6098,6500,567,661,94,960,1120,160,376,57.44,592
20121101,5499,6340,781,685,-96,980,1170,190,345,50,617.16
20121102,6794,6100,724,729,5,1100,1170,70,371,27.68,656.74
20121103,6511,5520,597,646,49,1250,1120,-130,383,60.5,651.89
20121104,6198,5200,700,544,-156,1160,819,-341,365,70.86,661.9
20121105,7196,6180,584,577,-7,950,898,-52,434,70.86,655
20121106,6205,5950,548,552,4,920,919,-1,406,82.2,655.5
20121107,6476,6000,497,607,110,1000,1110,110,387,91.66,678.1
20121108,5513,6370,531,501,-30,1050,1040,-10,380,114.3,618
20121109,6506,5610,618,469,-149,960,912,-48,368,94.8,611.4
20121110,6507,5650,533,498,-35,800,722,-78,355,66.78,672.5
20121111,6515,5240,519,442,-77,950,577,-373,350,58.46,630.87
20121112,6495,6350,537,427,-110,900,853,-47,383,115.1,618.08
20121113,6387,6640,540,427,-113,600,894,294,350,80.84,611.15
20121114,5791,6260,570,428,-142,760,895,135,378,79.1,631.5
20121115,4390,5810,509,455,-54,790,892,102,372,102.1,629.8
20121116,5703,5700,560,434,-126,950,837,-113,366,49.14,663.31
20121117,6208,5500,432,432,0,950,809,-141,350,71.05,642.33
20121118,6901,5160,593,428,-165,950,714,-236,373,72.9,645.8
20121119,5495,5680,690,427,-263,640,830,190,376,70.62,562.1
20121120,6806,5930,583,427,-156,560,940,380,359,51.1,539.3
20121121,6197,6110,617,427,-190,690,863,173,392,29.81,577.5
20121122,4605,5220,539,426,-113,780,575,-205,542,65.46,589.1
20121123,4805,6130,508,426,-82,590,635,45,491,70.78,569.5
20121124,5195,6070,356,426,70,580,643,63,436,91.26,609.5
20121125,5601,5290,501,427,-74,350,592,242,417,59.01,578.6
20121126,4509,5130,540,426,-114,450,805,355,395,58.98,562.7
20121127,4805,5310,432,427,-5,550,901,351,364,59.02,547.4
20121128,4804,5060,491,426,-65,650,859,209,359,70.03,567.7
20121129,4499,4900,535,427,-108,800,826,26,378,66.45,601.7
20121130,6501,4860,623,491,-132,900,908,8,379,70.27,532.56
20121201,6597,4720,506,439,-67,910,800,-110,336,89.39,535.9
20121202,6799,5030,411,437,26,900,637,-263,372,91.88,580.84
20121203,6398,6000,577,437,-140,900,765,-135,400,97.44,564.97
20121204,6511,6190,548,437,-111,480,715,235,427,90.84,569.92
20121205,5514,6280,615,463,-152,650,651,1,352,83.38,598.2
20121206,4416,6260,503,495,-8,650,657,7,344,61.7,583.15
20121207,5006,5990,541,486,-55,680,776,96,338,96.93,536.1
20121208,5889,5260,495,527,32,500,711,211,323,100.62,569.04
20121209,5792,4750,392,574,182,530,596,66,378,82.59,629.61
20121210,4797,5140,315,555,240,400,820,420,391,105.22,543.24
20121211,5905,5660,421,527,106,320,997,677,400,89.96,539.96
20121212,4310,5200,388,375,-13,600,1020,420,456,93.92,590.48
20121213,4008,4800,398,374,-24,640,852,212,428,76.57,608.94
20121214,3302,4460,374,338,-36,800,556,-244,513,90.25,613.79
20121215,4204,4680,442,323,-119,780,459,-321,416,56.88,555.94
20121216,3796,4590,528,323,-205,800,384,-416,330,53.62,545.22
20121217,4209,4110,411,329,-82,800,449,-351,363,49.62,569.15
20121218,3492,3920,638,327,-311,660,515,-145,362,62.85,519.75
20121219,3493,4530,891,325,-566,1000,563,-437,311,52.53,490.24
20121220,2609,4290,764,371,-393,1050,623,-427,309,45.32,489.4
20121221,2303,4020,725,356,-369,800,814,14,272,74.47,471.32
20121222,2009,4020,665,326,-339,520,756,236,323,67.17,482.82
20121223,5010,3510,618,325,-293,320,694,374,334,78.86,464.02
20121224,6490,2890,545,326,-219,550,477,-73,354,90.76,468.98
20121225,5401,2440,770,324,-446,550,285,-265,479,78.2,521.14
20121226,5498,4620,943,326,-617,1000,881,-119,451,75,535.04
20121227,3999,5720,852,324,-528,1200,1140,-60,376,72.75,475.84
20121228,5398,6070,682,336,-346,1000,1300,300,307,126.64,572.4
20121229,2398,5220,477,383,-94,500,860,360,296,133.9,644.5
20121230,5183,4530,0,425,425,0,11,11,277,187.3,647
20121231,4996,4670,0,395,395,0,0,0,337,68.9,803.44
20130101,4819,5200,0,372,372,0,0,0,343,7.12,556.53
20130102,4592,5400,0,405,405,0,0,0,332,4.64,367.92
20130103,3516,5500,0,548,548,0,0,0,294,7.04,330.49
20130104,5504,4960,0,546,546,0,0,0,358,5.46,350.27
20130105,5488,4570,0,325,325,0,0,0,508,4.94,337.8
20130106,5501,4390,0,0,0,0,0,0,833,4.9,330
20130107,4503,5370,0,0,0,0,0,0,259,9.75,323
20130108,5203,6400,0,0,0,0,0,0,204,4.85,314
20130109,4500,6210,0,0,0,0,77,77,202,4.75,306.81
20130110,4297,6320,0,0,0,0,528,528,195,4.75,300
20130111,5792,5910,0,0,0,150,598,448,182,4.75,328
20130112,6499,5770,0,0,0,710,692,-18,189,62.53,346.7
20130113,6799,5110,0,0,0,420,697,277,196,85.68,407.93
20130114,6599,5680,400,0,-400,670,1130,460,180,96.76,476.63
20130115,6502,6550,400,0,-400,460,1340,880,192,80.34,519.45
20130116,6426,6380,400,0,-400,460,1480,1020,186,37.09,544.2
20130117,5283,6190,500,0,-500,580,1430,850,184,67.33,565.5
20130118,6499,5960,550,0,-550,600,1360,760,196,71.15,572.2
20130119,7476,5470,612,0,-612,720,1230,510,176,78.91,579.9
20130120,7715,5690,521,269,-252,630,936,306,267,68.22,561.02
20130121,7799,6430,460,540,80,600,941,341,326,63.9,593.7
20130122,8334,6820,470,594,124,550,961,411,262,75.64,523.62
20130123,7281,7110,495,770,275,700,992,292,306,61.6,594.2
20130124,6604,6800,503,945,442,700,977,277,309,55.63,537.41
20130125,6796,6060,522,910,388,800,873,73,338,78.05,519
20130126,5023,4720,564,494,-70,850,520,-330,510,67.73,597.1
20130127,4517,5080,705,327,-378,980,437,-543,454,98.03,548.46
20130128,4520,7320,580,324,-256,910,467,-443,388,74.67,469.56
20130129,4508,5160,570,329,-241,880,522,-358,366,36.33,484.2
20130130,4499,5260,610,358,-252,1030,617,-413,304,84.6,447.4
20130131,3997,5060,687,409,-278,960,572,-388,350,83.23,487.63
20130201,5801,5080,838,411,-427,890,608,-282,276,75.11,484.92
20130202,5911,4900,891,458,-433,800,511,-289,299,65.84,462.71
20130203,7217,4850,865,379,-486,1000,493,-507,394,63.23,448.6
20130204,7486,5420,620,405,-215,780,597,-183,399,66.81,417.91
20130205,6490,5980,568,418,-150,700,694,-6,357,50.6,498.53
20130206,5498,6760,676,496,-180,700,633,-67,361,69.01,481.61
20130207,4104,6640,866,577,-289,700,796,96,277,47.31,432
20130208,6590,5980,850,586,-264,650,853,203,338,64.41,455.25
20130209,7001,5060,800,570,-230,900,892,-8,339,49.49,435.83
20130210,7799,4770,667,580,-87,840,767,-73,308,39,506.5
20130211,8798,5870,656,640,-16,730,976,246,343,19.19,504.48
20130212,9601,6560,855,731,-124,560,1120,560,360,40.54,505.52
20130213,9706,7320,903,767,-136,600,1140,540,361,47.64,509.92
20130214,7602,7720,896,832,-64,580,1250,670,321,56.12,482.42
20130215,9017,7830,1080,787,-293,590,1260,670,358,37.96,505.58
20130216,9196,7350,1034,629,-405,880,1190,310,306,54.32,552.39
20130217,7494,7270,871,636,-235,780,1030,250,350,43.92,575.8
20130218,8702,7610,720,704,-16,780,1260,480,336,76.06,509.88
20130219,9106,7630,575,709,134,660,1350,690,283,77.44,495.75
20130220,8298,7040,620,653,33,940,1330,390,297,78.1,526.96
20130221,7588,7240,608,581,-27,800,1330,530,327,86.6,563.94
20130222,9889,7510,717,582,-135,1000,1390,390,331,70.27,532.87
20130223,9517,7250,850,625,-225,900,1280,380,298,73.43,573.22
20130224,9200,7450,708,627,-81,910,1080,170,308,91.72,563.35
20130225,9697,7670,638,656,18,750,1060,310,322,82.82,595.87
20130226,9997,7750,752,699,-53,780,1130,350,309,60.65,545.07
20130227,8797,8080,810,766,-44,780,1120,340,308,44.88,546.36
20130228,7904,8300,935,859,-76,770,1060,290,386,81.96,490.15
20130301,9532,8400,973,927,-46,790,1110,320,306,100.51,499.11
20130302,10000,7280,778,962,184,910,1030,120,344,105.93,579.13
20130303,10231,6890,678,926,248,950,959,9,356,105.49,564.4
20130304,10796,7880,777,942,165,1040,1170,130,321,52.99,532.8
20130305,10504,8470,726,989,263,1000,1160,160,304,58.62,528.68
20130306,8995,8170,630,956,326,1000,1160,160,410,73.07,501.89
20130307,7799,8240,646,842,196,1000,1330,330,415,48,563.3
20130308,9384,8330,788,733,-55,1100,1240,140,401,63.91,591.2
20130309,9494,7490,990,660,-330,1100,1130,30,390,92.68,554.74
20130310,9996,6990,958,524,-434,1320,1110,-210,335,88.31,443.3
20130311,10492,8150,918,541,-377,1200,1270,70,341,85.58,513.05
20130312,12004,9040,875,670,-205,820,1250,430,297,67.05,524.1
20130313,11502,9420,921,720,-201,930,1390,460,254,51.43,530.05
20130314,10488,9330,879,737,-142,1020,1590,570,284,62.23,456.95
20130315,11997,9480,896,803,-93,960,1590,630,331,63.85,606.82
20130316,12980,8950,1180,708,-472,980,1510,530,304,90.21,587.95
20130317,12484,8240,1164,668,-496,1060,1200,140,281,58.24,611.16
20130318,12496,9460,1154,682,-472,1050,1350,300,279,49.63,602.72
20130319,12498,10600,1017,882,-135,950,1460,510,274,66.01,559.62
20130320,10990,10600,1178,958,-220,1040,1490,450,424,54.79,529.89
20130321,9495,10700,1178,1020,-158,1100,1520,420,409,52.67,594
20130322,11483,10300,1102,944,-158,1250,1560,310,365,76.53,648.9
20130323,11992,9780,974,797,-177,1240,1420,180,340,93,601.52
20130324,11986,8740,1126,858,-268,1270,1140,-130,332,84.8,592.1
20130325,12788,9900,1208,1030,-178,1250,1430,180,348,49.15,569.1
20130326,12503,9920,1055,976,-79,640,1540,900,380,93.76,599.25
20130327,11999,10300,1191,919,-272,1100,1590,490,416,90.7,608.65
20130328,9500,10400,1187,867,-320,930,1770,840,367,49.94,603.97
20130329,12204,9840,1091,905,-186,1000,1650,650,432,62.4,578
20130330,12001,9450,1069,946,-123,990,1520,530,395,65.4,568.49
20130331,11984,9200,1049,919,-130,1040,1330,290,385,48.53,604.9
20130401,12823,9990,993,1050,57,1100,1350,250,371,83.2,630.28
20130402,12497,10500,832,1080,248,950,1390,440,392,59.48,633.62
20130403,12390,10400,972,1100,128,1200,1530,330,371,60.34,649.33
20130404,11593,10700,986,1110,124,1150,1520,370,329,61.61,600.58
20130405,13490,10500,1166,1150,-16,1220,1470,250,370,42.44,587.3
20130406,13995,10300,1200,1050,-150,1310,1350,40,341,61.56,606.1
20130407,13604,9650,1018,932,-86,1320,1090,-230,349,53.07,572.32
20130408,13995,11200,957,1110,153,940,1350,410,341,41.87,587.34
20130409,12589,11500,737,1180,443,720,1430,710,445,44.1,583.7
20130410,13991,11700,836,992,156,780,1400,620,455,67.87,633.7
20130411,8098,11700,929,894,-35,950,1360,410,428,70.23,558.04
20130412,12794,11100,897,1080,183,1000,1460,460,395,68.59,567.4
20130413,12997,10600,988,1140,152,970,1450,480,436,63.29,585.5
20130414,12995,9470,908,987,79,920,1310,390,425,96.19,637.52
20130415,12828,10900,790,1030,240,1000,1480,480,380,67.24,577.3
20130416,13197,10900,825,1100,275,860,1490,630,385,83.77,588.8
20130417,12507,10900,680,1120,440,1270,1490,220,308,64.84,600.32
20130418,9900,10600,913,1280,367,1350,1410,60,370,54.46,576.91
20130419,11811,10600,1029,1290,261,1310,1490,180,371,57.01,571.78
20130420,12906,10200,1095,1120,25,1440,1530,90,304,53.31,536.48
20130421,14288,9270,1159,967,-192,1380,1370,-10,307,85.62,555.8
20130422,15196,10600,1038,932,-106,1340,1560,220,287,104.15,578.66
20130423,15605,11200,1137,981,-156,1220,1770,550,323,88.73,540.64
20130424,15315,11500,1110,1380,270,1190,1670,480,361,98.02,587.77
20130425,10703,11700,1152,1260,108,1400,1760,360,406,56.83,618.96
20130426,13505,12100,1270,1200,-70,1520,1790,270,379,55.05,598.05
20130427,12487,11300,1182,1360,178,1410,1690,280,392,95.73,541.5
20130428,12693,10400,1307,1330,23,1220,1570,350,410,101.04,646.27
20130429,12912,10300,1201,1210,9,1020,1660,640,342,65.42,641.37
20130430,12102,10500,1146,1110,-36,900,1710,810,334,58.4,641.34
20130501,11999,10300,1232,1120,-112,1370,1890,520,401,70.36,565.66
20130502,10008,10600,1193,1170,-23,1340,1900,560,415,90.12,549.79
20130503,11990,10300,1174,1230,56,1440,1840,400,383,72.08,543.89
20130504,11493,9070,1205,1240,35,1590,1840,250,371,71.66,550.25
20130505,11497,8830,1172,1230,58,1450,1740,290,398,92.07,572.32
20130506,10991,9500,1100,904,-196,1470,1810,340,295,96.89,676.9
20130507,10994,9090,1137,936,-201,1010,1850,840,337,97.62,467.38
20130508,10498,9340,1215,1070,-145,1580,1850,270,351,61.3,622.48
20130509,10497,9160,1144,1230,86,1570,1980,410,534,56.23,656.71
20130510,11505,8780,1251,1120,-131,1640,2030,390,431,65.43,632.99
20130511,10995,8520,1405,1030,-375,1630,1940,310,408,80.06,617.8
20130512,11310,7790,1254,1040,-214,1520,1660,140,420,73.68,713.85
20130513,11513,8950,1141,1230,89,1490,1890,400,485,44.78,656.08
20130514,12023,9060,1078,1290,212,1100,1830,730,383,54.82,634.06
20130515,12500,8780,1116,1330,214,1450,1900,450,370,78.89,638.27
20130516,9513,9050,1093,1400,307,1460,2060,600,354,95.55,626.05
20130517,12005,9000,1084,1440,356,1400,2040,640,444,90.32,627.92
20130518,11988,8620,1011,1360,349,1290,1960,670,417,89.12,638.7
20130519,11989,8370,1248,1240,-8,1400,1720,320,357,100.75,643.14
20130520,10997,9480,1254,1210,-44,1200,1820,620,369,60.16,670.82
20130521,10485,9540,1189,1220,31,1120,1850,730,374,72.63,685.52
20130522,9002,9420,1061,1160,99,1320,1800,480,368,84.94,662.27
20130523,8503,8790,1030,1150,120,1330,2050,720,424,64.52,658.18
20130524,9999,8070,976,1170,194,1470,2070,600,359,88.05,660.78
20130525,11492,6940,933,1150,217,1450,1930,480,438,97.31,664.56
20130526,11483,6480,945,1150,205,1560,1680,120,367,87.19,669.5
20130527,11487,7870,1108,1220,112,1480,1790,310,419,70.41,674.58
20130528,11984,8730,1206,1180,-26,1220,1720,500,394,76.41,734.07
20130529,11003,8960,1165,1240,75,1250,1880,630,369,100.43,659.46
20130530,8504,9250,1196,1390,194,1410,2050,640,435,55.75,696.55
20130531,10998,8910,1173,1290,117,1430,2150,720,418,41.94,680.05
20130601,12004,7760,1290,1260,-30,1420,1990,570,463,85.97,634.74
20130602,12003,7200,1085,1190,105,1500,1910,410,416,71.48,636.94
20130603,12303,8270,1160,1190,30,1650,2020,370,440,58.63,651.27
20130604,12399,9010,1230,1270,40,1510,1930,420,384,106.6,638.87
20130605,11805,9180,1280,1330,50,1520,1930,410,363,65.06,643.06
20130606,9108,9250,1262,1300,38,1480,1880,400,471,84.02,663.15
20130607,11903,9380,1300,1270,-30,1600,1940,340,376,75.79,626.03
20130608,12294,8580,1258,1200,-58,1530,1940,410,399,99.82,636.55
20130609,11993,7680,1104,1050,-54,1620,1840,220,384,84.31,687.54
20130610,12499,8900,1040,1050,10,1460,1970,510,358,84.09,790.64
20130611,12189,9260,1090,1170,80,1350,1840,490,346,86.71,697.02
20130612,11798,9130,1240,1320,80,1520,1780,260,370,89.17,864.64
20130613,8010,9440,1079,1400,321,1640,2010,370,419,68.72,834.64
20130614,10994,9360,1211,1390,179,1670,2100,430,404,116.31,718.84
20130615,11100,8170,1259,1380,121,1620,2100,480,373,73.34,625.24
20130616,12583,7080,1259,1300,41,1480,1870,390,412,94.69,650.54
20130617,11497,7950,1174,1150,-24,1500,1910,410,361,80.95,669.97
20130618,11493,8600,914,1250,336,1350,2010,660,347,69.05,611.18
20130619,11994,8760,1068,1330,262,1320,2070,750,282,70.07,654.54
20130620,11005,9320,1217,1310,93,1550,2160,610,402,73.22,654.38
20130621,11991,8830,1264,1270,6,1660,2070,410,378,72.5,675.36
20130622,12495,8040,1167,1340,173,1650,1930,280,329,77.02,659.16
20130623,12495,8530,1222,1310,88,1700,1810,110,345,69.8,686.76
20130624,12001,9400,1129,1310,181,1625,2020,395,419,46.81,670.96
20130625,11804,9050,1062,1280,218,1310,2150,840,395,35.75,685.34
20130626,11011,9630,1001,1230,229,1300,2100,800,428,54.97,692.65
20130627,8846,9230,1093,1230,137,1400,2170,770,368,78.85,679.89
20130628,11018,9420,1360,1300,-60,1600,2000,400,411,101.37,645.03
20130629,12002,8400,1394,1260,-134,1780,1920,140,385,48.63,642.58
20130630,11994,7870,1191,1210,19,1600,1890,290,318,59.85,659.46
20130701,12504,8650,1189,1280,91,1590,2090,500,380,100.83,635.69
20130702,12192,8760,1197,1070,-127,800,2070,1270,339,117.92,625.43
20130703,11195,9020,1310,1040,-270,1250,2000,750,320,97.12,658.89
20130704,8005,9290,1307,1010,-297,1540,2040,500,290,97.12,669.29
20130705,11003,9150,1122,1150,28,1580,2030,450,337,85.76,692.42
20130706,11190,8730,1249,1290,41,1620,1970,350,309,75.87,737.93
20130707,10992,7540,1267,1410,143,1700,1860,160,297,118.2,696.72
20130708,10489,8530,1367,1370,3,1650,1880,230,355,133.1,695.27
20130709,10495,8320,1300,1370,70,1560,1920,360,358,107.59,655.72
20130710,11953,7880,1311,1400,89,1670,1900,230,372,68.85,676.8
20130711,8973,7950,1379,1200,-179,1690,1540,-150,444,64.45,710.2
20130712,11516,8060,1379,1020,-359,1580,1660,80,407,84.8,644.19
20130713,11002,8330,1365,1060,-305,1650,1670,20,362,97.69,682.09
20130714,11200,8550,1308,1040,-268,1760,1650,-110,345,88.56,655.77
20130715,11186,8770,1208,1090,-118,1700,1910,210,298,76.22,611.6
20130716,11101,8230,1250,1120,-130,1500,1950,450,324,88.53,616.27
20130717,10398,8350,1235,1220,-15,1660,1880,220,394,116.25,644.24
20130718,8500,8470,1210,1290,80,1830,1830,0,395,80.35,655.67
20130719,9710,8210,1111,1260,149,1550,2010,460,394,25.94,687.18
20130720,9398,7080,1192,1340,148,1760,1640,-120,505,69.91,699.67
20130721,9123,8540,1280,1240,-40,1690,1360,-330,553,115.63,714.4
20130722,9291,7800,1142,977,-165,1400,1290,-110,474,119.25,697.01
20130723,10078,7770,1119,1030,-89,1400,1260,-140,367,113.83,691.7
20130724,8505,7620,1161,1120,-41,1650,1340,-310,439,58.06,684.22
20130725,7482,7630,1287,989,-298,1650,1600,-50,395,65.14,644.12
20130726,8510,7710,1219,891,-328,1580,1770,190,387,105.44,626.72
20130727,8892,6850,1278,899,-379,1600,1650,50,385,129.18,630.89
20130728,8996,6690,1210,937,-273,1650,1570,-80,364,127.05,673.56
20130729,10501,7310,1005,1030,25,950,1700,750,335,97.5,664.38
20130730,10801,7700,934,1070,136,900,1890,990,372,45.53,620
20130731,10507,7840,1027,1190,163,1700,2110,410,366,64.11,641.54
20130801,9531,7660,950,1190,240,1600,2250,650,403,54.98,628.94
20130802,10992,7650,928,1170,242,1670,2220,550,369,28.31,594.39
20130803,10997,7370,848,1160,312,1850,1970,120,408,35.57,598.61
20130804,10200,6600,689,1070,381,1650,1850,200,432,67.8,619.06
20130805,10702,7830,852,1290,438,1560,1850,290,386,84.11,671.89
20130806,10505,8070,900,1390,490,1400,1930,530,374,74.88,637.16
20130807,9532,7880,998,1230,232,1740,1930,190,387,94.03,688.15
20130808,8006,8020,1129,1140,11,1720,1980,260,401,75.67,653.53
20130809,9494,7750,1253,1070,-183,1880,2030,150,382,85.28,647.49
20130810,9999,7370,1281,1120,-161,1800,1880,80,338,95.18,604.24
20130811,10309,6670,1170,1030,-140,1680,1950,270,436,95.51,600.14
20130812,10311,7580,1070,1040,-30,1640,2090,450,428,86.11,613.49
20130813,11491,7930,1070,1100,30,1260,1980,720,447,85.99,593.65
20130814,10996,8210,1360,1280,-80,1430,1960,530,389,86.31,601.39
20130815,8302,8230,1237,1300,63,1650,1940,290,373,72.5,638.2
20130816,10394,8260,1021,1320,299,1650,2020,370,395,61.64,676.59
20130817,10397,7350,1186,1360,174,1530,1970,440,353,97.39,631.69
20130818,10884,7010,1130,1310,180,1560,1730,170,408,101.45,723.03
20130819,10608,7960,1032,1240,208,1550,1850,300,359,83.82,709.82
20130820,11194,8370,875,1180,305,1100,1870,770,392,90.07,673.83
20130821,9094,8320,980,1220,240,1400,1840,440,425,113.82,649.27
20130822,7491,8260,1151,1290,139,1450,1920,470,401,95.17,657.58
20130823,8993,7420,928,1290,362,1350,1960,610,387,67.29,642.69
20130824,8008,5610,952,1210,258,1480,1600,120,356,89.67,696.96
20130825,5503,5450,961,993,32,1650,1080,-570,451,102.76,746.36
20130826,4990,6660,1150,800,-350,1550,805,-745,382,111.42,759.2
20130827,4612,6980,1150,800,-350,1250,865,-385,310,65.74,717.74
20130828,4797,5420,1059,946,-113,1550,1100,-450,304,93.69,668.2
20130829,3297,4680,1254,953,-301,1300,1470,170,347,101.96,665.83
20130830,9611,4380,1227,906,-321,1420,1660,240,295,87.83,602.91
20130831,7291,4070,1198,866,-332,1500,1620,120,333,114.84,646.86
20130901,7330,4160,1079,833,-246,1580,1350,-230,286,105.62,642.14
20130902,7796,6640,998,774,-224,1620,1330,-290,247,114.65,631.78
20130903,7598,6190,1082,797,-285,1180,1340,160,194,88.6,620.31
20130904,5688,6180,1042,892,-150,1290,1370,80,308,89.32,684.93
20130905,4389,6170,997,1000,3,1180,1470,290,357,149.3,682.96
20130906,6911,5850,1011,909,-102,1250,1430,180,363,96.44,700.07
20130907,6012,4880,947,711,-236,1300,1070,-230,397,49.03,748.98
20130908,5713,4740,884,636,-248,1350,950,-400,339,69.4,736.43
20130909,7989,5360,875,665,-210,1380,1030,-350,378,68.29,697.26
20130910,5995,5660,799,661,-138,1200,1100,-100,380,51.45,631.21
20130911,5495,5680,714,537,-177,1180,1220,40,323,93.1,653.17
20130912,4498,5700,738,476,-262,1250,1280,30,265,78.25,587.67
20130913,7999,5680,790,566,-224,1230,1430,200,281,62.28,587.2
20130914,8496,5680,852,617,-235,1300,1460,160,296,72.53,577.64
20130915,8805,5260,785,560,-225,1300,1390,90,310,86.84,610.55
20130916,9197,6420,805,521,-284,1120,1480,360,320,65.7,600.75
