DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIT - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs ,Colorado River below Palo Verde Dam
2012-07-01,13501,9140,1173,1490,317,1700,1750,50,359,80.6,588.71,9970
2012-07-02,13500,10600,1244,1480,236,1690,1820,130,369,91.04,600.42,10200
2012-07-03,13503,10700,1131,1470,339,1380,1790,410,358,55.3,641.5,10100
2012-07-04,12485,10900,1143,1410,267,1600,1680,80,369,40.48,636.56,10300
2012-07-05,10509,11200,940,1370,430,1720,1780,60,439,76.02,634.18,8070
2012-07-06,12010,10700,1196,1350,154,1810,1750,-60,406,62.8,635.35,7700
2012-07-07,11993,9340,1202,1330,128,1820,1740,-80,409,38.65,611.33,8750
2012-07-08,12492,9200,1387,1310,-77,1950,1630,-320,378,95.06,642.07,9100
2012-07-09,12488,9970,1381,1300,-81,1760,1640,-120,416,67.45,678.85,9370
2012-07-10,12496,10500,1299,1260,-39,1430,1620,190,399,42.85,644.6,9310
2012-07-11,11513,10300,1112,1270,158,1690,1780,90,401,50.22,653.4,8840
2012-07-12,10011,9740,1057,1300,243,1780,1700,-80,375,85.68,632.8,8610
2012-07-13,11290,9490,1228,1270,42,1770,1540,-230,426,70.9,856.02,7320
2012-07-14,9008,13500,1285,916,-369,1810,834,-976,595,97.28,1075.52,9820
2012-07-15,8000,11100,1276,777,-499,1750,638,-1112,509,73.71,813.12,7900
2012-07-16,8009,10700,1162,870,-292,1700,768,-932,427,52.4,666.21,7400
2012-07-17,8996,9460,1076,926,-150,1825,1020,-805,419,36.07,649.2,5850
2012-07-18,9492,8630,910,1070,160,1270,1100,-170,478,51.88,644.4,6610
2012-07-19,8506,8950,1141,1200,59,1400,1420,20,459,32.77,595.32,6460
2012-07-20,10816,8800,1127,1260,133,1550,1400,-150,391,38.01,574.26,7180
2012-07-21,11585,8160,1070,1240,170,1540,1460,-80,394,93.47,523.8,7670
2012-07-22,11789,7750,1174,1200,26,1500,1560,60,377,79.33,527.68,9460
2012-07-23,12487,9090,923,1230,307,1460,1660,200,409,52.33,565.42,8510
2012-07-24,11990,9440,988,1270,282,1170,1710,540,424,45.75,603.57,9860
2012-07-25,11393,9190,955,1280,325,1440,1690,250,387,70.74,636.6,8970
2012-07-26,8709,9590,946,1280,334,1620,1680,60,434,85.31,671.65,8540
2012-07-27,11318,9520,1015,1250,235,1760,1770,10,455,69.94,689.63,6530
2012-07-28,10589,7960,1115,1230,115,1520,1710,190,474,66.91,674.18,8590
2012-07-29,10507,7350,1112,1190,78,1410,1560,150,476,96.28,645.44,8280
2012-07-30,10294,8610,1168,1080,-88,1410,1560,150,497,75.7,668.12,8320
2012-07-31,8796,8600,1150,958,-192,1310,1430,120,476,65.36,756.72,8800
2012-08-01,5510,8840,1141,795,-346,1420,1370,-50,500,64.3,655.72,7180
2012-08-02,6191,8950,1171,744,-427,1500,1360,-140,465,59.39,643.9,3390
2012-08-03,8480,7460,1127,731,-396,1630,1590,-40,417,67.16,590.35,4580
2012-08-04,7298,5460,1080,802,-278,1720,1740,20,473,45.94,564.17,5910
2012-08-05,8809,5270,1170,826,-344,1580,1760,180,416,77.24,575.92,5140
2012-08-06,9568,6490,1081,965,-116,1510,1800,290,414,57.89,616.8,6270
2012-08-07,11802,6530,1149,1110,-39,1240,1800,560,471,46.26,667.6,7100
2012-08-08,11226,6940,1184,1310,126,1550,1870,320,401,33.91,696.39,8770
2012-08-09,9312,7920,1160,1450,290,1470,1880,410,447,52.09,650.79,8080
2012-08-10,11119,8560,1144,1430,286,1580,1900,320,438,63.3,652.22,6470
2012-08-11,11483,7470,1033,1370,337,1760,1870,110,439,59.21,654.74,8140
2012-08-12,12018,6640,1151,1360,209,1740,1780,40,451,55.54,655.9,10000
2012-08-13,11099,8190,1199,1350,151,1640,1910,270,497,48.76,667.22,8020
2012-08-14,11001,9050,1219,1250,31,1380,1880,500,464,56.38,623.45,8180
2012-08-15,9799,9020,1441,1290,-151,1730,1880,150,407,103.9,706,8240
2012-08-16,8215,8360,1190,1280,90,1710,2010,300,435,73.19,695.1,6650
2012-08-17,9200,9110,1324,1220,-104,1750,1700,-50,498,65.8,774.07,5930
2012-08-18,10557,7710,1312,1290,-22,1680,1500,-180,434,37.05,766.9,7030
2012-08-19,10927,7280,1151,1180,29,1650,1370,-280,433,75.52,751.54,8440
2012-08-20,8910,7720,1151,1170,19,1340,1520,180,428,48.3,701.84,8700
2012-08-21,9695,7840,1100,1200,100,1360,1680,320,413,61.7,665.01,6700
2012-08-22,8815,8700,1103,1260,157,1500,1560,60,454,49.06,643.75,6650
2012-08-23,5204,7680,1082,1210,128,1410,1190,-220,595,91.84,667.4,6900
2012-08-24,8306,7540,1271,1190,-81,1350,1190,-160,459,64.46,683.5,3560
2012-08-25,8806,7030,1272,1040,-232,1620,1140,-480,364,85.4,691.24,6260
2012-08-26,7809,5890,1039,1030,-9,1350,1150,-200,357,70.97,688.78,6920
2012-08-27,8395,6960,900,1050,150,1320,1380,60,405,54.25,675.52,5810
2012-08-28,9496,7220,999,1170,171,1120,1590,470,420,70.98,667.62,5970
2012-08-29,9709,6840,968,1270,302,1520,1750,230,419,46.01,682.68,6660
2012-08-30,7995,7010,1033,1260,227,1530,1870,340,403,76.41,705.03,6530
2012-08-31,9609,7420,882,1210,328,1500,1810,310,495,67.19,764.65,6480
2012-09-01,11015,6580,944,1140,196,1440,1660,220,493,78.83,721.09,7010
2012-09-02,10009,5950,894,1140,246,1360,1410,50,474,68.48,741.73,8790
2012-09-03,9986,7580,779,1250,471,1320,1530,210,551,75.04,732.23,7990
2012-09-04,8996,8540,712,1180,468,1320,1530,210,483,75.38,763.54,6640
2012-09-05,7990,8640,838,1200,362,1450,1550,100,445,72.94,894.26,6690
2012-09-06,6997,7600,1001,1250,249,1420,1460,40,416,74.27,767.3,5620
2012-09-07,10209,7630,1160,1240,80,1350,1550,200,379,71.7,745.59,4700
2012-09-08,9528,6540,1180,1170,-10,1250,1490,240,451,55.61,723.39,7740
2012-09-09,9512,6040,1088,1060,-28,1360,1320,-40,413,64.16,741,7490
2012-09-10,8040,7150,1012,1010,-2,1350,1530,180,455,95.3,779.66,7170
2012-09-11,7796,7690,978,971,-7,1170,1390,220,508,96.3,782.26,6060
2012-09-12,6808,7840,906,933,27,1390,1080,-310,422,102,698.32,6140
2012-09-13,6010,6810,1006,969,-37,1250,1140,-110,362,55.72,640.77,4770
2012-09-14,7996,6720,914,1060,146,1350,1230,-120,398,65.54,595.64,4120
2012-09-15,9185,6250,709,991,282,1480,1330,-150,361,66.68,617.78,5650
2012-09-16,9494,5980,898,989,91,1320,1280,-40,462,65.69,612.11,7130
2012-09-17,9813,6350,744,1020,276,1180,1490,310,462,59.92,672.51,7430
2012-09-18,9208,7000,729,1020,291,1080,1660,580,425,73.21,665.2,7350
2012-09-19,8809,7260,709,1030,321,1250,1570,320,451,65.65,713.85,6810
2012-09-20,7203,7450,639,1020,381,1000,1640,640,486,70.4,708.02,6340
2012-09-21,9585,7600,659,982,323,1000,1710,710,442,79.34,691.48,4810
2012-09-22,10010,6980,674,1010,336,1000,1660,660,411,66.54,704.57,7510
2012-09-23,10789,6430,734,987,253,900,1510,610,448,52.93,675.3,7700
2012-09-24,10827,7430,976,883,-93,910,1710,800,415,81.7,657.1,8720
2012-09-25,11490,8120,988,926,-62,750,1740,990,395,66.5,620.41,7730
2012-09-26,11218,8640,932,866,-66,1100,1620,520,386,71.2,638.2,9020
2012-09-27,8610,8490,914,856,-58,1120,1730,610,420,59.47,630,8670
2012-09-28,9992,7990,914,845,-69,1190,1750,560,445,63.7,607.92,6550
2012-09-29,9806,8380,753,856,103,1050,1630,580,387,70.3,633.5,8090
2012-09-30,9508,7830,761,822,61,1275,1620,345,430,52.4,608.34,7400
2012-10-01,8946,8280,718,847,129,1090,1640,550,428,81.17,656.42,7360
2012-10-02,9299,7950,679,917,238,900,1680,780,408,91.06,666.65,6530
2012-10-03,7983,8060,610,948,338,1100,1560,460,468,84.79,702.57,7010
2012-10-04,7889,7120,665,939,274,1250,1530,280,486,98,731.82,5680
2012-10-05,9198,7230,569,942,373,1120,1620,500,420,95.8,780.42,5950
2012-10-06,9397,7130,548,900,352,900,1580,680,406,66.64,745.53,6930
2012-10-07,9502,6700,598,904,306,850,1250,400,461,97.92,820.42,7600
2012-10-08,9698,7580,564,858,294,800,1190,390,468,86.64,723.62,7970
2012-10-09,10463,7860,454,751,297,700,1380,680,479,73.98,637.31,8050
2012-10-10,9300,8140,605,817,212,900,1340,440,429,101.6,657.3,8640
2012-10-11,7109,7960,864,821,-43,890,1200,310,466,77.36,705.28,7780
2012-10-12,8402,8820,821,681,-140,960,1320,360,445,74.42,673.24,5910
2012-10-13,8795,8080,768,516,-252,980,1200,220,437,88.82,688.2,7070
2012-10-14,8694,7020,837,432,-405,960,750,-210,421,128.57,727.4,8170
2012-10-15,7804,7520,552,472,-80,910,912,2,423,79.59,700.1,7980
2012-10-16,7204,7960,444,412,-32,900,948,48,391,63.82,641.6,6930
2012-10-17,6004,8510,409,463,54,950,1010,60,434,86.5,654.8,6390
2012-10-18,5788,7520,419,532,113,1000,970,-30,414,43.28,634.2,5100
2012-10-19,7502,6660,424,521,97,850,1060,210,369,38.6,644.7,5090
2012-10-20,7499,6120,421,554,133,820,1100,280,381,63.9,670.34,6350
2012-10-21,8015,6050,451,585,134,880,1010,130,378,64.5,633.77,6620
2012-10-22,7283,6770,568,611,43,820,1080,260,402,78.88,642.15,6920
2012-10-23,7519,6760,558,566,8,820,1160,340,394,86.1,670.4,6010
2012-10-24,5501,6780,484,559,75,990,1120,130,390,124.2,647.75,5950
2012-10-25,5711,6730,629,585,-44,840,1180,340,385,87.83,632.72,4270
2012-10-26,6996,6190,674,700,26,850,1260,410,376,35.86,622.9,4420
2012-10-27,6999,5670,496,588,92,850,1160,310,384,109.5,655.98,6120
2012-10-28,7199,5270,495,615,120,950,843,-107,391,65.5,656.26,6360
2012-10-29,7612,6330,507,610,103,800,1010,210,391,73.3,643,6360
2012-10-30,7596,6670,598,666,68,700,1060,360,380,91.99,607.94,6690
2012-10-31,6098,6500,567,661,94,960,1120,160,376,57.44,592,7440
2012-11-01,5499,6340,781,685,-96,980,1170,190,345,50,617.16,4120
2012-11-02,6794,6100,724,729,5,1100,1170,70,371,27.68,656.74,4260
2012-11-03,6511,5520,597,646,49,1250,1120,-130,384,60.5,651.89,5840
2012-11-04,6198,5200,700,544,-156,1160,819,-341,365,70.86,661.9,5680
2012-11-05,7196,6180,584,577,-7,950,898,-52,434,70.86,655,5680
2012-11-06,6205,5950,548,552,4,920,919,-1,406,82.2,655.5,6490
2012-11-07,6476,6000,497,607,110,1000,1110,110,387,91.66,678.1,4720
2012-11-08,5513,6370,531,501,-30,1050,1040,-10,380,114.3,618,5850
2012-11-09,6506,5610,618,469,-149,960,912,-48,368,94.8,611.4,5120
2012-11-10,6507,5650,533,498,-35,800,722,-78,354,66.78,672.5,6010
2012-11-11,6515,5240,519,442,-77,950,577,-373,350,58.46,630.87,6120
2012-11-12,6495,6350,537,427,-110,900,853,-47,382,115.1,618.08,5940
2012-11-13,6387,6640,540,427,-113,600,894,294,349,80.84,611.15,5890
2012-11-14,5791,6260,570,428,-142,760,895,135,377,79.1,631.5,5520
2012-11-15,4390,5810,509,455,-54,790,892,102,372,102.1,629.8,4970
2012-11-16,5703,5700,560,434,-126,950,837,-113,367,49.14,663.31,4230
2012-11-17,6208,5500,432,432,0,950,809,-141,350,71.05,642.33,5140
2012-11-18,6901,5160,593,428,-165,950,714,-236,373,72.9,645.8,5750
2012-11-19,5495,5680,690,427,-263,640,830,190,376,70.62,562.1,6460
2012-11-20,6806,5930,583,427,-156,560,940,380,359,51.1,539.3,4940
2012-11-21,6197,6110,617,427,-190,690,863,173,392,29.81,577.5,6150
2012-11-22,4605,5220,539,426,-113,780,575,-205,542,65.46,589.1,5740
2012-11-23,4805,6130,508,426,-82,590,635,45,492,70.78,569.5,4630
2012-11-24,5195,6070,356,426,70,580,643,63,436,91.26,609.5,4690
2012-11-25,5601,5290,501,427,-74,350,592,242,417,59.01,578.6,4880
2012-11-26,4509,5130,540,426,-114,450,805,355,394,58.98,562.7,5030
2012-11-27,4805,5310,432,427,-5,550,901,351,363,59.02,547.4,3770
2012-11-28,4804,5060,491,426,-65,650,859,209,358,70.03,567.7,3930
2012-11-29,4499,4900,535,427,-108,800,826,26,377,66.45,601.7,3630
2012-11-30,6501,4860,623,491,-132,900,908,8,379,70.27,532.56,4110
2012-12-01,6597,4720,506,439,-67,910,800,-110,336,89.39,535.9,5950
2012-12-02,6799,5030,411,437,26,900,637,-263,372,91.88,580.84,6230
2012-12-03,6398,6000,577,437,-140,900,765,-135,400,97.44,564.97,6380
2012-12-04,6511,6190,548,437,-111,480,715,235,426,90.84,569.92,5980
2012-12-05,5514,6280,615,463,-152,650,651,1,352,83.38,598.2,6030
2012-12-06,4416,6260,503,495,-8,650,657,7,344,61.7,583.15,4530
2012-12-07,5006,5990,541,486,-55,680,776,96,338,96.93,536.1,4250
2012-12-08,5889,5260,495,527,32,500,711,211,323,100.62,569.04,4170
2012-12-09,5792,4750,392,574,182,530,596,66,379,82.59,629.61,5360
2012-12-10,4797,5140,315,555,240,400,820,420,391,105.22,543.24,5020
2012-12-11,5905,5660,421,527,106,320,997,677,400,89.96,539.96,3850
2012-12-12,4310,5200,388,375,-13,600,1020,420,456,93.92,590.48,4220
2012-12-13,4008,4800,398,374,-24,640,852,212,428,76.57,608.94,3670
2012-12-14,3302,4460,374,338,-36,800,556,-244,513,90.25,613.79,4010
2012-12-15,4204,4680,442,323,-119,780,459,-321,416,56.88,555.94,3160
2012-12-16,3796,4590,528,323,-205,800,384,-416,330,53.62,545.22,3970
2012-12-17,4209,4110,411,329,-82,800,449,-351,363,49.62,569.15,3650
2012-12-18,3492,3920,638,327,-311,660,515,-145,361,62.85,519.75,3890
2012-12-19,3493,4530,891,325,-566,1000,563,-437,310,52.53,490.24,2790
2012-12-20,2609,4290,764,371,-393,1050,623,-427,308,45.32,489.4,2960
2012-12-21,2303,4020,725,356,-369,800,814,14,272,74.47,471.32,1630
2012-12-22,2009,4020,665,326,-339,520,756,236,323,67.17,482.82,1450
2012-12-23,5010,3510,618,325,-293,320,694,374,335,78.86,464.02,1360
2012-12-24,6490,2890,545,326,-219,550,477,-73,354,90.76,468.98,4530
2012-12-25,5401,2440,770,324,-446,550,285,-265,479,78.2,521.14,6140
2012-12-26,5498,4620,943,326,-617,1000,881,-119,451,75,535.04,4590
2012-12-27,3999,5720,852,324,-528,1200,1140,-60,376,72.75,475.84,4210
2012-12-28,5398,6070,682,336,-346,1000,1300,300,312,126.64,572.4,3170
2012-12-29,2398,5220,477,383,-94,500,860,360,301,133.9,644.5,3490
2012-12-30,5183,4530,0,425,425,0,11,11,281,187.3,647,3380
2012-12-31,4996,4670,0,395,395,0,0,0,345,68.9,803.44,4720
2013-01-01,4819,5200,0,372,372,0,0,0,343,7.12,556.53,4710
2013-01-02,4592,5400,0,405,405,0,0,0,332,4.64,367.92,4660
2013-01-03,3516,5500,0,548,548,0,0,0,294,7.04,330.49,4170
2013-01-04,5504,4960,0,546,546,0,0,0,358,5.46,350.27,3220
2013-01-05,5488,4570,0,325,325,0,0,0,508,4.94,337.8,4930
2013-01-06,5501,4390,0,0,0,0,0,0,833,4.9,330,5730
2013-01-07,4503,5370,0,0,0,0,0,0,258,9.75,323,5530
2013-01-08,5203,6400,0,0,0,0,0,0,204,4.85,314,5050
2013-01-09,4500,6210,0,0,0,0,77,77,202,4.75,306.81,3700
2013-01-10,4297,6320,0,0,0,0,528,528,195,4.75,300,4230
2013-01-11,5792,5910,0,0,0,150,598,448,182,4.75,328,3140
2013-01-12,6499,5770,0,0,0,710,692,-18,189,62.53,346.7,4790
2013-01-13,6799,5110,0,0,0,420,697,277,196,85.68,407.93,5970
2013-01-14,6599,5680,400,0,-400,670,1130,460,181,96.76,476.63,5390
2013-01-15,6502,6550,400,0,-400,460,1340,880,192,80.34,519.45,5120
2013-01-16,6426,6380,400,0,-400,460,1480,1020,186,37.09,544.2,4700
2013-01-17,5283,6190,500,0,-500,580,1430,850,184,67.33,565.5,4130
2013-01-18,6499,5960,550,0,-550,600,1360,760,197,71.15,572.2,4830
2013-01-19,7476,5470,612,0,-612,720,1230,510,176,78.91,579.9,4930
2013-01-20,7715,5690,521,269,-252,630,936,306,267,68.22,561.02,6350
2013-01-21,7799,6430,460,540,80,600,941,341,326,63.9,593.7,6050
2013-01-22,8334,6820,470,594,124,550,961,411,263,75.64,523.62,6110
2013-01-23,7281,7110,495,770,275,700,992,292,306,61.6,594.2,5860
2013-01-24,6604,6800,503,945,442,700,977,277,308,55.63,537.41,4960
2013-01-25,6796,6060,522,910,388,800,873,73,338,78.05,519,5040
2013-01-26,5023,4720,564,494,-70,850,520,-330,510,67.73,597.1,5750
2013-01-27,4517,5080,705,327,-378,980,437,-543,454,98.03,548.46,4030
2013-01-28,4520,7320,580,324,-256,910,467,-443,388,74.67,469.56,3800
2013-01-29,4508,5160,570,329,-241,880,522,-358,366,36.33,484.2,3730
2013-01-30,4499,5260,610,358,-252,1030,617,-413,304,84.6,447.4,3530
2013-01-31,3997,5060,687,409,-278,960,572,-388,349,83.23,487.63,3590
2013-02-01,5801,5080,838,411,-427,890,608,-282,276,75.11,484.92,2910
2013-02-02,5911,4900,891,458,-433,800,511,-289,299,65.84,462.71,4530
2013-02-03,7217,4850,865,379,-486,1000,493,-507,394,63.23,448.6,4880
2013-02-04,7486,5420,620,405,-215,780,597,-183,399,66.81,417.91,6570
2013-02-05,6490,5980,568,418,-150,700,694,-6,358,50.6,498.53,5680
2013-02-06,5498,6760,676,496,-180,700,633,-67,362,69.01,481.61,5330
2013-02-07,4104,6640,866,577,-289,700,796,96,277,47.31,432,3580
2013-02-08,6590,5980,850,586,-264,650,853,203,338,64.41,455.25,3050
2013-02-09,7001,5060,800,570,-230,900,892,-8,338,49.49,435.83,5230
2013-02-10,7799,4770,667,580,-87,840,767,-73,308,39,506.5,5120
2013-02-11,8798,5870,656,640,-16,730,976,246,343,19.19,504.48,6430
2013-02-12,9601,6560,855,731,-124,560,1120,560,360,40.54,505.52,6520
2013-02-13,9706,7320,903,767,-136,600,1140,540,361,47.64,509.92,7310
2013-02-14,7602,7720,896,832,-64,580,1250,670,320,56.12,482.42,6860
2013-02-15,9017,7830,1080,787,-293,590,1260,670,358,37.96,505.58,6300
2013-02-16,9196,7350,1034,629,-405,880,1190,310,305,54.32,552.39,6500
2013-02-17,7494,7270,871,636,-235,780,1030,250,350,43.92,575.8,7080
2013-02-18,8702,7610,720,704,-16,780,1260,480,336,76.06,509.88,5390
2013-02-19,9106,7630,575,709,134,660,1350,690,283,77.44,495.75,6460
2013-02-20,8298,7040,620,653,33,940,1330,390,297,78.1,526.96,6790
2013-02-21,7588,7240,608,581,-27,800,1330,530,328,86.6,563.94,6340
2013-02-22,9889,7510,717,582,-135,1000,1390,390,331,70.27,532.87,6250
2013-02-23,9517,7250,850,625,-225,900,1280,380,298,73.43,573.22,7580
2013-02-24,9200,7450,708,627,-81,910,1080,170,308,91.72,563.35,7510
2013-02-25,9697,7670,638,656,18,750,1060,310,322,82.82,595.87,7340
2013-02-26,9997,7750,752,699,-53,780,1130,350,310,60.65,545.07,7750
2013-02-27,8797,8080,810,766,-44,780,1120,340,308,44.88,546.36,7600
2013-02-28,7904,8300,935,859,-76,770,1060,290,386,81.96,490.15,6070
2013-03-01,9532,8400,973,927,-46,790,1110,320,306,100.51,499.11,6720
2013-03-02,10000,7280,778,962,184,910,1030,120,344,105.93,579.13,7360
2013-03-03,10231,6890,678,926,248,950,959,9,356,105.49,564.4,8260
2013-03-04,10796,7880,777,942,165,1040,1170,130,320,52.99,532.8,8040
2013-03-05,10504,8470,726,989,263,1000,1160,160,304,58.62,528.68,8420
2013-03-06,8995,8170,630,956,326,1000,1160,160,410,73.07,501.89,7820
2013-03-07,7799,8240,646,842,196,1000,1330,330,415,48,563.3,5770
2013-03-08,9384,8330,788,733,-55,1100,1240,140,401,63.91,591.2,6480
2013-03-09,9494,7490,990,660,-330,1100,1130,30,391,92.68,554.74,7380
2013-03-10,9996,6990,958,524,-434,1320,1110,-210,335,88.31,443.3,7830
2013-03-11,10492,8150,918,541,-377,1200,1270,70,340,85.58,513.05,7480
2013-03-12,12004,9040,875,670,-205,820,1250,430,298,67.05,524.1,8450
2013-03-13,11502,9420,921,720,-201,930,1390,460,254,51.43,530.05,9180
2013-03-14,10488,9330,879,737,-142,1020,1590,570,284,62.23,456.95,8250
2013-03-15,11997,9480,896,803,-93,960,1590,630,331,63.85,606.82,8400
2013-03-16,12980,8950,1180,708,-472,980,1510,530,303,90.21,587.95,9290
2013-03-17,12484,8240,1164,668,-496,1060,1200,140,281,58.24,611.16,10100
2013-03-18,12496,9460,1154,682,-472,1050,1350,300,279,49.63,602.72,9630
2013-03-19,12498,10600,1017,882,-135,950,1460,510,274,66.01,559.62,9770
2013-03-20,10990,10600,1178,958,-220,1040,1490,450,424,54.79,529.89,9260
2013-03-21,9495,10700,1178,1020,-158,1100,1520,420,410,52.67,594,7980
2013-03-22,11483,10300,1102,944,-158,1250,1560,310,366,76.53,648.9,7090
2013-03-23,11992,9780,974,797,-177,1240,1420,180,341,93,601.52,8610
2013-03-24,11986,8740,1126,858,-268,1270,1140,-130,332,84.8,592.1,9410
2013-03-25,12788,9900,1208,1030,-178,1250,1430,180,348,49.15,569.1,9220
2013-03-26,12503,9920,1055,976,-79,640,1540,900,380,93.76,599.25,10900
2013-03-27,11999,10300,1191,919,-272,1100,1590,490,416,90.7,608.65,8890
2013-03-28,9500,10400,1187,867,-320,930,1770,840,367,49.94,603.97,8810
2013-03-29,12204,9840,1091,905,-186,1000,1650,650,432,62.4,578,6590
2013-03-30,12001,9450,1069,946,-123,990,1520,530,396,65.4,568.49,9360
2013-03-31,11984,9200,1049,919,-130,1040,1330,290,384,48.53,604.9,9180
2013-04-01,12823,9990,993,1050,57,1100,1350,250,371,83.2,630.28,9300
2013-04-02,12497,10500,832,1080,248,950,1390,440,392,59.48,633.62,9830
2013-04-03,12390,10400,972,1100,128,1200,1530,330,371,60.34,649.33,9440
2013-04-04,11593,10700,986,1110,124,1150,1520,370,329,61.61,600.58,10700
2013-04-05,13490,10500,1166,1150,-16,1220,1470,250,370,42.44,587.3,9780
2013-04-06,13995,10300,1200,1050,-150,1310,1350,40,341,61.56,606.1,11300
2013-04-07,13604,9650,1018,932,-86,1320,1090,-230,349,53.07,572.32,11700
2013-04-08,13995,11200,957,1110,153,940,1350,410,340,41.87,587.34,11300
2013-04-09,12589,11500,737,1180,443,720,1430,710,445,44.1,583.7,11000
2013-04-10,13991,11700,836,992,156,780,1400,620,456,67.87,633.7,10300
2013-04-11,8098,11700,929,894,-35,950,1360,410,428,70.23,558.04,9830
2013-04-12,12794,11100,897,1080,183,1000,1460,460,395,68.59,567.4,7020
2013-04-13,12997,10600,988,1140,152,970,1450,480,435,63.29,585.5,10700
2013-04-14,12995,9470,908,987,79,920,1310,390,425,96.19,637.52,10700
2013-04-15,12828,10900,790,1030,240,1000,1480,480,380,67.24,577.3,10700
2013-04-16,13197,10900,825,1100,275,860,1490,630,385,83.77,588.8,10300
2013-04-17,12507,10900,680,1120,440,1270,1490,220,308,64.84,600.32,10600
2013-04-18,9900,10600,913,1280,367,1350,1410,60,371,54.46,576.91,9060
2013-04-19,11811,10600,1029,1290,261,1310,1490,180,371,57.01,571.78,8280
2013-04-20,12906,10200,1095,1120,25,1440,1530,90,304,53.31,536.48,9840
2013-04-21,14288,9270,1159,967,-192,1380,1370,-10,307,85.62,555.8,11000
2013-04-22,15196,10600,1038,932,-106,1340,1560,220,287,104.15,578.66,12100
2013-04-23,15605,11200,1137,981,-156,1220,1770,550,323,88.73,540.64,12500
2013-04-24,15315,11500,1110,1380,270,1190,1670,480,360,98.02,587.77,13300
2013-04-25,10703,11700,1152,1260,108,1400,1760,360,406,56.83,618.96,11400
2013-04-26,13505,12100,1270,1200,-70,1520,1790,270,379,55.05,598.05,8050
2013-04-27,12487,11300,1182,1360,178,1410,1690,280,392,95.73,541.5,10900
2013-04-28,12693,10400,1307,1330,23,1220,1570,350,410,101.04,646.27,9870
2013-04-29,12912,10300,1201,1210,9,1020,1660,640,343,65.42,641.37,10100
2013-04-30,12102,10500,1146,1110,-36,900,1710,810,334,58.4,641.34,11700
2013-05-01,11999,10300,1232,1120,-112,1370,1890,520,402,70.36,565.66,9370
2013-05-02,10008,10600,1193,1170,-23,1340,1900,560,415,90.12,549.79,8260
2013-05-03,11990,10300,1174,1230,56,1440,1840,400,384,72.08,543.89,7920
2013-05-04,11493,9070,1205,1240,35,1590,1840,250,371,71.66,550.25,9240
2013-05-05,11497,8830,1172,1230,58,1450,1740,290,398,92.07,572.32,8590
2013-05-06,10991,9500,1100,904,-196,1470,1810,340,295,96.89,676.9,9130
2013-05-07,10994,9090,1137,936,-201,1010,1850,840,337,97.62,467.38,8460
2013-05-08,10498,9340,1215,1070,-145,1580,1850,270,351,61.3,622.48,8690
2013-05-09,10497,9160,1144,1230,86,1570,1980,410,534,56.23,656.71,8410
2013-05-10,11505,8780,1251,1120,-131,1640,2030,390,430,65.43,632.99,7860
2013-05-11,10995,8520,1405,1030,-375,1630,1940,310,408,80.06,617.8,8880
2013-05-12,11310,7790,1254,1040,-214,1520,1660,140,419,73.68,713.85,8550
2013-05-13,11513,8950,1141,1230,89,1490,1890,400,485,44.78,656.08,8730
2013-05-14,12023,9060,1078,1290,212,1100,1830,730,383,54.82,634.06,9040
2013-05-15,12500,8780,1116,1330,214,1450,1900,450,370,78.89,638.27,9150
2013-05-16,9513,9050,1093,1400,307,1460,2060,600,354,95.55,626.05,8990
2013-05-17,12005,9000,1084,1440,356,1400,2040,640,445,90.32,627.92,7030
2013-05-18,11988,8620,1011,1360,349,1290,1960,670,417,89.12,638.7,9370
2013-05-19,11989,8370,1248,1240,-8,1400,1720,320,358,100.75,643.14,9460
2013-05-20,10997,9480,1254,1210,-44,1200,1820,620,369,60.16,670.82,9400
2013-05-21,10485,9540,1189,1220,31,1120,1850,730,374,72.63,685.52,7610
2013-05-22,9002,9420,1061,1160,99,1320,1800,480,368,84.94,662.27,7610
2013-05-23,8503,8790,1030,1150,120,1330,2050,720,423,64.52,658.18,5370
2013-05-24,9999,8070,976,1170,194,1470,2070,600,359,88.05,660.78,5570
2013-05-25,11492,6940,933,1150,217,1450,1930,480,438,97.31,664.56,7230
2013-05-26,11483,6480,945,1150,205,1560,1680,120,367,87.19,669.5,8940
2013-05-27,11487,7870,1108,1220,112,1480,1790,310,418,70.41,674.58,8660
2013-05-28,11984,8730,1206,1180,-26,1220,1720,500,394,76.41,734.07,8700
2013-05-29,11003,8960,1165,1240,75,1250,1880,630,369,100.43,659.46,8510
2013-05-30,8504,9250,1196,1390,194,1410,2050,640,435,55.75,696.55,6700
2013-05-31,10998,8910,1173,1290,117,1430,2150,720,418,41.94,680.05,6090
2013-06-01,12004,7760,1290,1260,-30,1420,1990,570,462,85.97,634.74,7690
2013-06-02,12003,7200,1085,1190,105,1500,1910,410,417,71.48,636.94,8770
2013-06-03,12303,8270,1160,1190,30,1650,2020,370,440,58.63,651.27,7900
2013-06-04,12399,9010,1230,1270,40,1510,1930,420,383,106.6,638.87,8540
2013-06-05,11805,9180,1280,1330,50,1520,1930,410,362,65.06,643.06,8780
